Brand Name;2023 Final scores - SECTION 4;2023 FINAL PERCENTAGES -  SECTION 4;2022 Final scores - SECTION 4;2022 FINAL PERCENTAGES -  SECTION 4;% change in score 2022-2023;2021 Final scores - SECTION 4;2021 FINAL PERCENTAGES -  SECTION 4;% change in score 2021-2023;2020 Final scores - SECTION 4;2020 FINAL PERCENTAGES -  SECTION 4;% change in score 2020-2023;2019 Final scores - SECTION 4;2019 FINAL PERCENTAGES -  SECTION 4;% change in score 2019-2023;2018 Final scores - SECTION 4;2018 FINAL PERCENTAGES -  SECTION 4;% change in score 2018-2023;2017 Final scores  - SECTION 4;2017 FINAL PERCENTAGES - SECTION 4;% change in score 2017-2023;;;;;;;;;;;;;;;;;
Dressmann;27;64,29%;21;42,00%;22,29%;23;48,94%;15,35%;26;41,27%;23%;19;27,14%;37,14%;14;18,92%;45,37%;;;#VALUE!;;;;;;;;;;;;;;;;;
DSW;3;7,14%;3;6,00%;1,14%;6;12,77%;-5,62%;5;7,94%;-1%;6;8,57%;-1,43%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Eddie Bauer;1;2,38%;1;2,00%;0,38%;1;2,13%;0,25%;2;3,17%;-1%;3;4,29%;-1,90%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
El Corte Inglés;10;23,81%;14;28,00%;-4,19%;12;25,53%;-1,72%;11;17,46%;6%;9;12,86%;10,95%;10;13,51%;10,30%;;;#VALUE!;;;;;;;;;;;;;;;;;
Ermenegildo Zegna;5;11,90%;5;10,00%;1,90%;7;14,89%;-2,99%;5;7,94%;4%;1;1,43%;10,48%;7;9,46%;2,45%;3;4,00%;7,90%;;;;;;;;;;;;;;;;;
Esprit;18;42,86%;21;42,00%;0,86%;20;42,55%;0,30%;28;44,44%;-2%;31;44,29%;-1,43%;32;43,24%;-0,39%;20;26,67%;16,19%;;;;;;;;;;;;;;;;;
Express;2;4,76%;2;4,00%;0,76%;5;10,64%;-5,88%;6;9,52%;-5%;4;5,71%;-0,95%;8;10,81%;-6,05%;2;2,67%;2,10%;;;;;;;;;;;;;;;;;
Fabletics;0;0,00%;#N/A;#VALUE!;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Falabella;7;16,67%;4;8,00%;8,67%;10;21,28%;-4,61%;14;22,22%;-6%;9;12,86%;3,81%;8;10,81%;5,86%;;;#VALUE!;;;;;;;;;;;;;;;;;
Famous Footwear;1;2,38%;2;4,00%;-1,62%;2;4,26%;-1,87%;4;6,35%;-4%;4;5,71%;-3,33%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Fanatics;9;21,43%;4;8,00%;13,43%;3;6,38%;15,05%;4;6,35%;15%;3;4,29%;17,14%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Fashion Nova;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;1;1,59%;-2%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Fendi;17;40,48%;15;30,00%;10,48%;10;21,28%;19,20%;7;11,11%;29%;2;2,86%;37,62%;1;1,35%;39,12%;;;#VALUE!;;;;;;;;;;;;;;;;;
Fila;8;19,05%;7;14,00%;5,05%;2;4,26%;14,79%;4;6,35%;13%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Fjällräven;26;61,90%;25;50,00%;11,90%;12;25,53%;36,37%;11;17,46%;44%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Foot Locker;1;2,38%;1;2,00%;0,38%;3;6,38%;-4,00%;2;3,17%;-1%;2;2,86%;-0,48%;2;2,70%;-0,32%;;;#VALUE!;;;;;;;;;;;;;;;;;
Foschini;13;30,95%;9;18,00%;12,95%;5;10,64%;20,31%;8;12,70%;18%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Fossil;3;7,14%;3;6,00%;1,14%;4;8,51%;-1,37%;6;9,52%;-2%;6;8,57%;-1,43%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Free People;5;11,90%;4;8,00%;3,90%;7;14,89%;-2,99%;5;7,94%;4%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Fruit of the Loom;4;9,52%;4;8,00%;1,52%;13;27,66%;-18,14%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Furla;3;7,14%;3;6,00%;1,14%;4;8,51%;-1,37%;4;6,35%;1%;0;0,00%;7,14%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
G-Star RAW;22;52,38%;20;40,00%;12,38%;14;29,79%;22,59%;21;33,33%;19%;16;22,86%;29,52%;18;24,32%;28,06%;;;#VALUE!;;;;;;;;;;;;;;;;;
Gap;23;54,76%;23;46,00%;8,76%;25;53,19%;1,57%;24;38,10%;17%;33;47,14%;7,62%;40;54,05%;0,71%;27;36,00%;18,76%;;;;;;;;;;;;;;;;;
Gerry Weber;3;7,14%;3;6,00%;1,14%;4;8,51%;-1,37%;4;6,35%;1%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Gildan;21;50,00%;19;38,00%;12,00%;19;40,43%;9,57%;19;30,16%;20%;16;22,86%;27,14%;20;27,03%;22,97%;17;22,67%;27,33%;;;;;;;;;;;;;;;;;
GU;26;61,90%;24;48,00%;13,90%;20;42,55%;19,35%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Gucci;25;59,52%;23;46,00%;13,52%;21;44,68%;14,84%;27;42,86%;17%;20;28,57%;30,95%;23;31,08%;28,44%;17;22,67%;36,86%;;;;;;;;;;;;;;;;;
GUESS;7;16,67%;11;22,00%;-5,33%;3;6,38%;10,28%;9;14,29%;2%;6;8,57%;8,10%;12;16,22%;0,45%;11;14,67%;2,00%;;;;;;;;;;;;;;;;;
Gymshark;17;40,48%;#N/A;#VALUE!;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
H&M;24;57,14%;16;32,00%;25,14%;24;51,06%;6,08%;35;55,56%;2%;35;50,00%;7,14%;28;37,84%;19,31%;28;37,33%;19,81%;;;;;;;;;;;;;;;;;
Hanes;8;19,05%;10;20,00%;-0,95%;11;23,40%;-4,36%;16;25,40%;-6%;8;11,43%;7,62%;18;24,32%;-5,28%;12;16,00%;3,05%;;;;;;;;;;;;;;;;;
Heilan Home;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;;;;;;;;;;;;;;;;;
Helly Hansen;13;30,95%;10;20,00%;10,95%;10;21,28%;9,68%;16;25,40%;6%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
HEMA;6;14,29%;5;10,00%;4,29%;4;8,51%;5,78%;15;23,81%;-10%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Hermès;13;30,95%;12;24,00%;6,95%;14;29,79%;1,17%;7;11,11%;20%;9;12,86%;18,10%;5;6,76%;24,20%;1;1,33%;29,62%;;;;;;;;;;;;;;;;;
Hollister Co.;9;21,43%;8;16,00%;5,43%;10;21,28%;0,15%;15;23,81%;-2%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Hudson's Bay;4;9,52%;5;10,00%;-0,48%;7;14,89%;-5,37%;10;15,87%;-6%;14;20,00%;-10,48%;21;28,38%;-18,85%;18;24,00%;-14,48%;;;;;;;;;;;;;;;;;
Hugo Boss;21;50,00%;18;36,00%;14,00%;14;29,79%;20,21%;19;30,16%;20%;19;27,14%;22,86%;19;25,68%;24,32%;9;12,00%;38,00%;;;;;;;;;;;;;;;;;
Intimissimi;19;45,24%;6;12,00%;33,24%;0;0,00%;45,24%;1;1,59%;44%;7;10,00%;35,24%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Ito-Yokado;4;9,52%;5;10,00%;-0,48%;8;17,02%;-7,50%;11;17,46%;-8%;10;14,29%;-4,76%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Jack & Jones;19;45,24%;10;20,00%;25,24%;7;14,89%;30,34%;10;15,87%;29%;4;5,71%;39,52%;5;6,76%;38,48%;8;10,67%;34,57%;;;;;;;;;;;;;;;;;
Jack Wolfskin;6;14,29%;4;8,00%;6,29%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
JD Sports;12;28,57%;10;20,00%;8,57%;12;25,53%;3,04%;9;14,29%;14%;7;10,00%;18,57%;11;14,86%;13,71%;;;#VALUE!;;;;;;;;;;;;;;;;;
Jil Sander;12;28,57%;0;0,00%;28,57%;3;6,38%;22,19%;5;7,94%;21%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Jockey;1;2,38%;2;4,00%;-1,62%;1;2,13%;0,25%;3;4,76%;-2%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Joe Fresh;9;21,43%;10;20,00%;1,43%;7;14,89%;6,53%;7;11,11%;10%;2;2,86%;18,57%;6;8,11%;13,32%;;;#VALUE!;;;;;;;;;;;;;;;;;
John Lewis;13;30,95%;14;28,00%;2,95%;5;10,64%;20,31%;6;9,52%;21%;2;2,86%;28,10%;3;4,05%;26,90%;;;#VALUE!;;;;;;;;;;;;;;;;;
Jordan;17;40,48%;16;32,00%;8,48%;15;31,91%;8,56%;17;26,98%;13%;23;32,86%;7,62%;12;16,22%;24,26%;12;16,00%;24,48%;;;;;;;;;;;;;;;;;
K-Way;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;2;3,17%;-3%;4;5,71%;-5,71%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Kate Spade;16;38,10%;14;28,00%;10,10%;7;14,89%;23,20%;9;14,29%;24%;9;12,86%;25,24%;15;20,27%;17,82%;;;#VALUE!;;;;;;;;;;;;;;;;;
Kathmandu;9;21,43%;6;12,00%;9,43%;6;12,77%;8,66%;11;17,46%;4%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Kaufland;3;7,14%;3;6,00%;1,14%;4;8,51%;-1,37%;6;9,52%;-2%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Kiabi;9;21,43%;9;18,00%;3,43%;9;19,15%;2,28%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
KiK;10;23,81%;8;16,00%;7,81%;9;19,15%;4,66%;7;11,11%;13%;6;8,57%;15,24%;9;12,16%;11,65%;;;#VALUE!;;;;;;;;;;;;;;;;;
Kmart;3;7,14%;3;6,00%;1,14%;6;12,77%;-5,62%;7;11,11%;-4%;9;12,86%;-5,71%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Kmart Australia;37;88,10%;40;80,00%;8,10%;25;53,19%;34,90%;19;30,16%;58%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Kohl's;6;14,29%;5;10,00%;4,29%;9;19,15%;-4,86%;8;12,70%;2%;7;10,00%;4,29%;10;13,51%;0,77%;10;13,33%;0,95%;;;;;;;;;;;;;;;;;
KOOVS;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
La Redoute;4;9,52%;4;8,00%;1,52%;3;6,38%;3,14%;2;3,17%;6%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Lacoste;12;28,57%;11;22,00%;6,57%;11;23,40%;5,17%;7;11,11%;17%;4;5,71%;22,86%;0;0,00%;28,57%;0;0,00%;28,57%;;;;;;;;;;;;;;;;;
Lands' End;6;14,29%;6;12,00%;2,29%;8;17,02%;-2,74%;8;12,70%;2%;8;11,43%;2,86%;15;20,27%;-5,98%;12;16,00%;-1,71%;;;;;;;;;;;;;;;;;
LC Waikiki;1;2,38%;1;2,00%;0,38%;1;2,13%;0,25%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Levi Strauss & Co;18;42,86%;15;30,00%;12,86%;13;27,66%;15,20%;27;42,86%;0%;28;40,00%;2,86%;26;35,14%;7,72%;16;21,33%;21,52%;;;;;;;;;;;;;;;;;
Li-Ning;2;4,76%;3;6,00%;-1,24%;7;14,89%;-10,13%;6;9,52%;-5%;4;5,71%;-0,95%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Lidl;16;38,10%;18;36,00%;2,10%;18;38,30%;-0,20%;17;26,98%;11%;10;14,29%;23,81%;7;9,46%;28,64%;;;#VALUE!;;;;;;;;;;;;;;;;;
Lindex;18;42,86%;15;30,00%;12,86%;11;23,40%;19,45%;23;36,51%;6%;10;14,29%;28,57%;18;24,32%;18,53%;;;#VALUE!;;;;;;;;;;;;;;;;;
LL Bean;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;3;4,76%;-5%;3;4,29%;-4,29%;4;5,41%;-5,41%;1;1,33%;-1,33%;;;;;;;;;;;;;;;;;
Longchamp;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Louis Vuitton;13;30,95%;14;28,00%;2,95%;9;19,15%;11,80%;7;11,11%;20%;3;4,29%;26,67%;1;1,35%;29,60%;0;0,00%;30,95%;;;;;;;;;;;;;;;;;
Lululemon;20;47,62%;18;36,00%;11,62%;16;34,04%;13,58%;22;34,92%;13%;21;30,00%;17,62%;18;24,32%;23,29%;13;17,33%;30,29%;;;;;;;;;;;;;;;;;
Macy's;0;0,00%;1;2,00%;-2,00%;5;10,64%;-10,64%;7;11,11%;-11%;6;8,57%;-8,57%;13;17,57%;-17,57%;14;18,67%;-18,67%;;;;;;;;;;;;;;;;;
Mammut;14;33,33%;10;20,00%;13,33%;14;29,79%;3,55%;13;20,63%;13%;13;18,57%;14,76%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Mango;21;50,00%;21;42,00%;8,00%;12;25,53%;24,47%;11;17,46%;33%;6;8,57%;41,43%;11;14,86%;35,14%;9;12,00%;38,00%;;;;;;;;;;;;;;;;;
Marc Jacobs;13;30,95%;14;28,00%;2,95%;9;19,15%;11,80%;7;11,11%;20%;2;2,86%;28,10%;6;8,11%;22,84%;;;#VALUE!;;;;;;;;;;;;;;;;;
Marks & Spencer;19;45,24%;19;38,00%;7,24%;21;44,68%;0,56%;27;42,86%;2%;24;34,29%;10,95%;30;40,54%;4,70%;28;37,33%;7,90%;;;;;;;;;;;;;;;;;
Marni;9;21,43%;1;2,00%;19,43%;2;4,26%;17,17%;4;6,35%;15%;5;7,14%;14,29%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Massimo Dutti;25;59,52%;22;44,00%;15,52%;16;34,04%;25,48%;25;39,68%;20%;29;41,43%;18,10%;28;37,84%;21,69%;23;30,67%;28,86%;;;;;;;;;;;;;;;;;
Matalan;12;28,57%;12;24,00%;4,57%;8;17,02%;11,55%;11;17,46%;11%;3;4,29%;24,29%;1;1,35%;27,22%;1;1,33%;27,24%;;;;;;;;;;;;;;;;;
Max;1;2,38%;2;4,00%;-1,62%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Max Mara;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Merrell;3;7,14%;1;2,00%;5,14%;5;10,64%;-3,50%;7;11,11%;-4%;5;7,14%;0,00%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Metersbonwe;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Mexx;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;1;1,33%;-1,33%;;;;;;;;;;;;;;;;;
Michael Kors;11;26,19%;5;10,00%;16,19%;8;17,02%;9,17%;6;9,52%;17%;6;8,57%;17,62%;9;12,16%;14,03%;10;13,33%;12,86%;;;;;;;;;;;;;;;;;
Miu Miu;14;33,33%;2;4,00%;29,33%;4;8,51%;24,82%;5;7,94%;25%;7;10,00%;23,33%;1;1,35%;31,98%;2;2,67%;30,67%;;;;;;;;;;;;;;;;;
Mizuno;2;4,76%;5;10,00%;-5,24%;7;14,89%;-10,13%;12;19,05%;-14%;9;12,86%;-8,10%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Moncler;14;33,33%;9;18,00%;15,33%;7;14,89%;18,44%;9;14,29%;19%;8;11,43%;21,90%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Monoprix;11;26,19%;11;22,00%;4,19%;6;12,77%;13,42%;10;15,87%;10%;6;8,57%;17,62%;5;6,76%;19,43%;;;#VALUE!;;;;;;;;;;;;;;;;;
Morrisons;14;33,33%;13;26,00%;7,33%;15;31,91%;1,42%;16;25,40%;8%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
